"","Date","Year","Month","Brand","Vehicle_Type_Group","Vehicle_Type","Model_Year","Fuel_Type","Gear","CCM","Horse_Power","Color","Body_Type","Seller","Seller_Status","Kilometers","Price"
"3342",2020-04-17,2020,"4","Dacia","Duster","1.5 dCi Laureate",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",115000,121950
"3343",2020-04-17,2020,"4","Ford","Focus","1.5 TDCI Titanium",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Station Wagon","Galery","2nd Hand",167000,121950
"3344",2020-04-22,2020,"4","Nissan","Juke","1.5 dCi Sky Pack",2017,"Diesel","Manual","1301-1600 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",54000,121950
"3345",2020-04-17,2020,"4","Skoda","Octavia","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",126000,121950
"3346",2020-06-09,2020,"6","Dacia","Duster","1.5 dCi Laureate",2014,"Diesel","Manual","1301-1600 cc","101-125 HP","Gray","Off-road Vehicle","Galery","2nd Hand",110000,121900
"3347",2020-04-17,2020,"4","Hyundai","Elantra","1.6 CRDi Style",2015,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",106250,121900
"3348",2020-04-18,2020,"4","Hyundai","Elantra","1.6 D-CVVT Style",2017,"Gasoline","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",48000,121900
"3349",2020-04-18,2020,"4","Ford","Focus","1.5 TDCi Trend X",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",99000,121850
"3350",2020-05-12,2020,"5","Dacia","Duster","1.5 dCi Laureate",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",92000,121750
"3351",2020-05-26,2020,"5","Fiat","Egea","Other",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Silver Gray","Sedan","Galery","2nd Hand",68000,121750
"3352",2020-04-18,2020,"4","Fiat","Egea","Other",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",62000,121750
"3353",2020-04-17,2020,"4","Ford","Focus","1.5 TDCi Trend X",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",94000,121750
"3354",2020-04-17,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Automatic","1300 cc and below","Don't Know","White","Sedan","Galery","2nd Hand",110000,121750
"3355",2020-04-18,2020,"4","Skoda","Rapid","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",129000,121750
"3356",2020-04-18,2020,"4","Chevrolet","Captiva","2.0 D LT High",2012,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",91000,121500
"3357",2020-04-18,2020,"4","Fiat","Egea","1.6 Multijet Urban",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",58000,121500
"3358",2020-04-18,2020,"4","Fiat","Egea","Other",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",70000,121500
"3359",2020-04-08,2020,"4","Fiat","Egea","1.6 Multijet Urban",2018,"Diesel","Manual","1601-1800 cc","101-125 HP","White","Sedan","Owner","2nd Hand",25000,121500
"3360",2020-04-17,2020,"4","Ford","Kuga","2.0 TDCi Titanium",2011,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",125292,121500
"3361",2020-04-17,2020,"4","Ford","Kuga","1.6 EcoBoost Selective",2013,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",152000,121500
"3362",2020-06-05,2020,"6","Ford","Focus","1.6 TDCi Trend X",2016,"Diesel","Manual","1301-1600 cc","100 HP and below","White","Sedan","Authority","0 km",108500,121500
"3363",2020-04-18,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",96000,121500
"3364",2020-04-18,2020,"4","Ford","Fiesta","1.6 Titanium",2016,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Gray","Hatchback 5 Doors","Galery","2nd Hand",57000,121500
"3365",2020-04-18,2020,"4","Ford","Focus","1.6 TDCi Trend X",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",49000,121500
"3366",2020-04-18,2020,"4","Honda","Civic","1.6i VTEC Eco Premium",2014,"Gasoline","Automatic","1301-1600 cc","Don't Know","Burgundy","Sedan","Galery","2nd Hand",120000,121500
"3367",2020-04-17,2020,"4","Honda","Civic","1.6i VTEC Elegance",2015,"Electricity","Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",59800,121500
"3368",2020-06-08,2020,"6","Hyundai","Accent Blue","1.6 CRDI Mode Plus",2017,"Diesel","Automatic","1301-1600 cc","126-150 HP","White","Sedan","Owner","2nd Hand",43320,121500
"3369",2020-04-18,2020,"4","Hyundai","Accent Blue","1.6 CRDI Mode Plus",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",40000,121500
"3370",2020-04-18,2020,"4","Nissan","Qashqai","Other",2012,"Diesel","Manual","1301-1600 cc","Don't Know","Purple","Off-road Vehicle","Galery","2nd Hand",120000,121500
"3371",2020-06-13,2020,"6","Opel","Astra","1.4 T Sport",2015,"Gasoline","Manual","1301-1600 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",54000,121500
"3372",2020-04-18,2020,"4","Opel","Astra","1.6 Edition Plus",2017,"Electricity","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",14200,121500
"3373",2020-04-18,2020,"4","Opel","Astra","1.4 Enjoy",2017,"Electricity","Manual","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",73000,121500
"3374",2020-04-18,2020,"4","Opel","Astra","1.4 T Edition Plus",2019,"Electricity","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",13250,121500
"3375",2020-06-14,2020,"6","Renault","Megane","1.5 dCi Sport Tourer Privilege",2010,"Diesel","Manual","1301-1600 cc","101-125 HP","Gray","Station Wagon","Owner","2nd Hand",57000,121500
"3376",2020-06-12,2020,"6","Renault","Fluence","-",2015,"Diesel","Manual","1301-1600 cc","100 HP and below","Black","Sedan","Galery","2nd Hand",182684,121500
"3377",2020-04-22,2020,"4","Renault","Megane","1.5 dCi Touch",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Blue","Sedan","Galery","2nd Hand",168615,121500
"3378",2020-06-06,2020,"6","Seat","Toledo","1.6 TDI Style",2015,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Owner","2nd Hand",115000,121500
"3379",2020-04-18,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",85000,121450
"3380",2020-04-18,2020,"4","Hyundai","Other","Other",2013,"Diesel","Automatic","1301-1600 cc","Don't Know","Gray","Hatchback 5 Doors","Galery","2nd Hand",100000,121250
"3381",2020-06-04,2020,"6","Chevrolet","Captiva","2.0 D LT High",2011,"Diesel","Semi Automatic","1801-2000 cc","126-150 HP","White","Off-road Vehicle","Galery","2nd Hand",158721,121000
"3382",2020-06-13,2020,"6","Ford","Focus","1.6 TDCi Titanium",2015,"Diesel","Manual","1301-1600 cc","101-125 HP","Gray","Sedan","Owner","2nd Hand",205000,121000
"3383",2020-04-17,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",110000,121000
"3384",2020-04-18,2020,"4","Ford","Focus","1.6 Ti-VCT Trend X",2016,"Gasoline","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",28000,121000
"3385",2020-04-23,2020,"4","Hyundai","Elantra","1.6 CRDi Style",2016,"Gasoline","Manual","1301-1600 cc","126-150 HP","White","Sedan","Owner","2nd Hand",29300,121000
"3386",2020-04-29,2020,"4","Opel","Corsa","1.4 Enjoy",2017,"Electricity","Automatic","1301-1600 cc","100 HP and below","Silver Gray","Hatchback 5 Doors","Owner","2nd Hand",27333,121000
"3387",2020-04-28,2020,"4","Renault","Megane","1.6 Joy",2017,"Gasoline","Manual","1301-1600 cc","101-125 HP","White","Sedan","Owner","2nd Hand",53000,121000
"3388",2020-04-17,2020,"4","Chevrolet","Captiva","2.0 D LTZ",2012,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",142000,120950
"3389",2020-04-22,2020,"4","Fiat","Egea","Other",2019,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",33700,120900
"3390",2020-04-17,2020,"4","Opel","Astra","1.6 CDTI Design",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",62000,120850
"3391",2020-04-18,2020,"4","Fiat","Egea","Other",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",71000,120500
"3392",2020-05-30,2020,"5","Audi","A6","2.0 TDI",2007,"Diesel","Manual","1801-2000 cc","126-150 HP","Blue","Sedan","Galery","2nd Hand",198000,120000
"3393",2020-04-18,2020,"4","Audi","A4","A4 Sedan 2.0 TDI",2008,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Gray","Sedan","Galery","2nd Hand",295000,120000
"3394",2020-05-12,2020,"5","BMW","5 Series","5.20d",2007,"Diesel","Semi Automatic","1801-2000 cc","176-200 HP","Black","Sedan","Owner","2nd Hand",320000,120000
"3395",2020-04-17,2020,"4","BMW","5 Series","520d M Sport",2007,"Diesel","Semi Automatic","1300 cc and below","Don't Know","Smoked","Hatchback 5 Doors","Galery","2nd Hand",320000,120000
"3396",2020-04-18,2020,"4","BMW","5 Series","520d Premium",2008,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Black","Sedan","Galery","2nd Hand",280000,120000
"3397",2020-04-18,2020,"4","BMW","3 Series","320d Edition Comfort",2012,"Diesel","Automatic","1801-2000 cc","Don't Know","Blue","Sedan","Galery","2nd Hand",275000,120000
"3398",2020-06-09,2020,"6","Dacia","Duster","1.5 dCi Ambiance",2017,"Diesel","Manual","1301-1600 cc","100 HP and below","Gray","Off-road Vehicle","Owner","2nd Hand",31000,120000
"3399",2020-04-18,2020,"4","Dacia","Duster","1.5 dCi Ambiance",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",69000,120000
"3400",2020-06-09,2020,"6","Fiat","500L","1.3 Mjet",2013,"Diesel","Automatic","1301-1600 cc","100 HP and below","Green","MPV","Owner","2nd Hand",59100,120000
"3401",2020-05-09,2020,"5","Fiat","Egea","1.6 Multijet Urban",2017,"Diesel","Automatic","1301-1600 cc","101-125 HP","White","Sedan","Owner","2nd Hand",107000,120000
"3402",2020-04-02,2020,"4","Ford","Focus","1.6 Ti-VCT",2015,"Electricity","Manual","1301-1600 cc","126-150 HP","White","Sedan","Owner","2nd Hand",15000,120000
"3403",2020-05-23,2020,"5","Ford","Fiesta","1.0 GDi Titanium",2017,"Electricity","Automatic","1300 cc and below","101-125 HP","Turquoise","Hatchback 5 Doors","Owner","2nd Hand",10500,120000
"3404",2020-06-10,2020,"6","Hyundai","I20","1.4 MPI Style",2016,"Electricity","Automatic","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Galery","2nd Hand",31000,120000
"3405",2020-06-11,2020,"6","Hyundai","Accent Blue","1.4 D-CVVT Mode Plus",2018,"Electricity","Manual","1301-1600 cc","101-125 HP","White","Sedan","Galery","0 km",2450,120000
"3406",2020-04-18,2020,"4","Hyundai","Elantra","1.6 D-CVVT Style",2018,"Electricity","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",51000,120000
"3407",2020-05-13,2020,"5","Kia","Cerato","1.6 CRDi Concept Plus",2016,"Diesel","Automatic","1301-1600 cc","126-150 HP","Red","Sedan","Owner","2nd Hand",171800,120000
"3408",2020-03-27,2020,"3","Mercedes","E","220 CDI Avantgarde",2003,"Diesel","Automatic","2001-2500 cc","176-200 HP","Black","Sedan","Galery","2nd Hand",600000,120000
"3409",2020-06-09,2020,"6","Mercedes","E","320 Avantgarde",2003,"Gasoline","Automatic","3001-3500 cc","176-200 HP","Smoked","Sedan","Galery","2nd Hand",198000,120000
"3410",2020-04-16,2020,"4","Opel","Astra","1.6 Edition",2015,"Electricity","Manual","1301-1600 cc","101-125 HP","White","Hatchback 5 Doors","Owner","2nd Hand",31000,120000
"3411",2020-05-30,2020,"5","Peugeot","3008","1.6 e-HDI Allure",2012,"Diesel","Semi Automatic","1301-1600 cc","101-125 HP","White","MPV","Owner","2nd Hand",131000,120000
"3412",2020-05-02,2020,"5","Renault","Symbol","1.5 dCi Joy",2019,"Diesel","Manual","1301-1600 cc","100 HP and below","White","Sedan","Owner","0 km",400,120000
"3413",2020-03-22,2020,"3","Seat","Leon","1.2 TSI Style",2015,"Electricity","Automatic","1300 cc and below","101-125 HP","White","Hatchback 5 Doors","Owner","2nd Hand",130000,120000
"3414",2020-04-18,2020,"4","Seat","Leon","1.2 TSI Style",2017,"Electricity","Manual","1300 cc and below","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",54000,120000
"3415",2020-06-13,2020,"6","Skoda","Octavia","Other",2012,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",99000,120000
"3416",2020-05-01,2020,"5","Honda","Civic","1.6i VTEC Eco Elegance",2013,"Gasoline","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",97000,119999
"3417",2020-04-17,2020,"4","Honda","Civic","1.6i VTEC Eco Elegance",2013,"Gasoline","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",96444,119999
"3418",2020-04-18,2020,"4","Dacia","Logan","1.5 dCi MCV Ambiance",2019,"Diesel","Manual","1301-1600 cc","Don't Know","White","Station Wagon","Galery","0 km",0,119950
"3419",2020-04-22,2020,"4","Renault","Clio","1.5 dCi Icon",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",68520,119950
"3420",2020-06-16,2020,"6","Audi","A4","2.0 TDI",2009,"Diesel","Semi Automatic","2001-2500 cc","126-150 HP","Black","Sedan","Galery","2nd Hand",298000,119900
"3421",2020-04-18,2020,"4","Fiat","Egea","1.6 E-Torq Mirror",2018,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Sedan","Authority","2nd Hand",28977,119900
"3422",2020-06-11,2020,"6","Ford","Focus","1.6 TDCi Trend X",2014,"Diesel","Manual","1301-1600 cc","100 HP and below","White","Sedan","Owner","2nd Hand",142000,119900
"3423",2020-06-09,2020,"6","Ford","Focus","1.6 TDCi Trend X",2016,"Diesel","Manual","1301-1600 cc","100 HP and below","White","Sedan","Galery","2nd Hand",176000,119900
"3424",2020-04-18,2020,"4","Lada","Niva","Other",2018,"Electricity","Manual","1601-1800 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",600,119900
"3425",2020-04-17,2020,"4","Nissan","Qashqai","Other",2012,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",133500,119900
"3426",2020-05-16,2020,"5","Opel","Astra","1.6 CDTI Design",2016,"Diesel","Automatic","1301-1600 cc","126-150 HP","Silver Gray","Sedan","Galery","2nd Hand",91000,119900
"3427",2020-06-16,2020,"6","Opel","Corsa","1.4 GLS",2016,"Electricity","Automatic","1301-1600 cc","100 HP and below","Gray","Hatchback 3 Doors","Authority","0 km",64512,119900
"3428",2020-04-18,2020,"4","Renault","Fluence","1.5 dCi Icon",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Silver Gray","Sedan","Galery","2nd Hand",100000,119900
"3429",2020-04-23,2020,"4","Renault","11","-",2016,"Diesel","Automatic","1301-1600 cc","101-125 HP","Black","Hatchback 5 Doors","Galery","2nd Hand",90000,119900
"3430",2020-05-31,2020,"5","Renault","Megane","1.6 Joy",2018,"Electricity","Manual","1301-1600 cc","101-125 HP","White","Sedan","Owner","2nd Hand",44000,119900
"3431",2020-04-18,2020,"4","Skoda","Octavia","Other",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",126000,119900
"3432",2020-04-18,2020,"4","Hyundai","Other","Other",2013,"Gasoline","Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",98000,119850
"3433",2020-04-17,2020,"4","Citroen","Other","Other",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","Gray","Hatchback 5 Doors","Galery","2nd Hand",107000,119750
"3434",2020-05-12,2020,"5","Fiat","Egea","1.6 Multijet Easy Plus",2018,"Diesel","Automatic","1300 cc and below","Don't Know","White","Sedan","Galery","2nd Hand",78000,119750
"3435",2020-04-18,2020,"4","Honda","Civic","1.6i VTEC Eco Elegance",2016,"Gasoline","Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",100700,119750
"3436",2020-04-17,2020,"4","Mercedes","C","C 180 Komp. Elegance",2009,"Gasoline","Manual","1601-1800 cc","Don't Know","Black","Sedan","Galery","2nd Hand",204000,119750
"3437",2020-04-18,2020,"4","Nissan","Qashqai","1.5 dCi Platinum",2011,"Diesel","Manual","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",116000,119750
"3438",2020-06-02,2020,"6","Opel","Corsa","1.4 Design",2019,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",30000,119750
"3439",2020-05-01,2020,"5","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",147000,119650
"3440",2020-04-17,2020,"4","Fiat","Egea","1.6 E-Torq Urban",2019,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",26800,119550
"3441",2020-04-18,2020,"4","BMW","3 Series","318Ci",2005,"Electricity","Automatic","1801-2000 cc","Don't Know","Smoked","Open Top / Cabriolet","Galery","2nd Hand",178000,119500
"3442",2020-04-18,2020,"4","BMW","1 Series","116i Premium",2011,"Gasoline","Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",130000,119500
"3443",2020-04-18,2020,"4","Citroen","C4 Cactus","Other",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Yellow","Off-road Vehicle","Galery","2nd Hand",73000,119500
"3444",2020-04-18,2020,"4","Fiat","500 Family","500L 1.3 Mjet Bi-Color",2014,"Diesel","Semi Automatic","1300 cc and below","Don't Know","White","MPV","Galery","2nd Hand",47500,119500
"3445",2020-05-12,2020,"5","Fiat","Egea","1.6 Multijet Comfort",2017,"Diesel","Automatic","1601-1800 cc","126-150 HP","White","Sedan","Galery","Classic",60000,119500
"3446",2020-05-12,2020,"5","Fiat","Egea","Other",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",62000,119500
"3447",2020-04-18,2020,"4","Fiat","Egea","1.3 Multijet Urban Plus",2019,"Diesel","Manual","1300 cc and below","Don't Know","White","Sedan","Galery","2nd Hand",13000,119500
"3448",2020-04-18,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",133000,119500
"3449",2020-04-17,2020,"4","Hyundai","Other","Other",2019,"Electricity","Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",14000,119500
"3450",2020-04-17,2020,"4","Mercedes","CLC","CLC 160 Grand Prix",2010,"Gasoline","Semi Automatic","1301-1600 cc","Don't Know","Red","Sport / Coupe","Galery","2nd Hand",160000,119500
"3451",2020-04-18,2020,"4","Nissan","Qashqai","1.6 Tekna",2012,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","White","Off-road Vehicle","Galery","2nd Hand",107500,119500
"3452",2020-06-15,2020,"6","Opel","Astra","1.6 Edition",2014,"Electricity","Manual","1301-1600 cc","101-125 HP","Blue","Sedan","Galery","2nd Hand",38000,119500
"3453",2020-04-18,2020,"4","Opel","Astra","1.6 CDTI Design",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",130000,119500
"3454",2020-04-18,2020,"4","Opel","Astra","1.6 CDTI Design",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",88000,119500
"3455",2020-05-12,2020,"5","Renault","Clio","1.5 dCi SportTourer Touch",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Station Wagon","Galery","2nd Hand",66000,119500
"3456",2020-04-18,2020,"4","Skoda","Octavia","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",250000,119500
"3457",2020-04-17,2020,"4","Audi","A3","A3 Sportback 1.6 TDI Attraction",2012,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",85000,119000
"3458",2020-05-12,2020,"5","Honda","Civic","1.6 Elegance",2013,"Gasoline","Manual","1601-1800 cc","101-125 HP","White","Sedan","Owner","2nd Hand",125000,119000
"3459",2020-04-16,2020,"4","Honda","Civic","1.6 i-VTEC Premium",2014,"Gasoline","Automatic","1301-1600 cc","101-125 HP","Black","Sedan","Owner","2nd Hand",68750,119000
"3460",2020-04-17,2020,"4","Mercedes","E Series","E 270 CDI Avantgarde",2003,"Diesel","Automatic","2501-3000 cc","Don't Know","Silver Gray","Sedan","Galery","2nd Hand",208000,119000
"3461",2020-04-17,2020,"4","Mini","Cooper","1.6 Turkey Package",2011,"Electricity","Semi Automatic","1300 cc and below","Don't Know","Red","Sport / Coupe","Galery","2nd Hand",84000,119000
"3462",2020-04-18,2020,"4","Nissan","Qashqai","1.6 Black Edition",2012,"Electricity","Semi Automatic","1301-1600 cc","Don't Know","Black","Off-road Vehicle","Galery","2nd Hand",102000,119000
"3463",2020-04-17,2020,"4","Opel","Astra","1.6 CDTI Enjoy",2015,"Diesel","Manual","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",74000,119000
"3464",2020-04-18,2020,"4","Peugeot","2008","1.6 e-HDi Active",2015,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",172000,119000
"3465",2020-06-01,2020,"6","Renault","Fluence","1.5 dCi Icon",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",92000,119000
"3466",2020-04-18,2020,"4","Renault","Megane","1.5 dCi Touch",2016,"Diesel","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",69000,119000
"3467",2020-04-18,2020,"4","Seat","Toledo","1.6 TDI Style",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",120000,119000
"3468",2020-04-18,2020,"4","Seat","Leon","1.2 TSI Style",2016,"Electricity","Semi Automatic","1300 cc and below","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",72000,119000
"3469",2020-04-17,2020,"4","Skoda","Superb","Other",2013,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Black","Sedan","Galery","2nd Hand",178000,119000
"3470",2020-05-12,2020,"5","Skoda","Octavia","1.6 TDI  Elegance CR",2014,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",82000,119000
"3471",2020-04-17,2020,"4","Skoda","Octavia","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",246000,119000
"3472",2020-04-17,2020,"4","Opel","Astra","1.6 CDTI Design",2017,"Diesel","Manual","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",42000,118950
"3473",2020-04-18,2020,"4","BMW","X3","20d Premium",2009,"Diesel","Semi Automatic","1801-2000 cc","Don't Know","Silver Gray","Off-road Vehicle","Galery","2nd Hand",274000,118900
"3474",2020-04-17,2020,"4","Citroen","C4 Cactus","Other",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Smoked","Off-road Vehicle","Galery","2nd Hand",91000,118900
"3475",2020-04-18,2020,"4","Dacia","Sandero","1.5 dCi Stepway",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","Silver Gray","Hatchback 5 Doors","Galery","2nd Hand",34000,118900
"3476",2020-06-03,2020,"6","Ford","Focus","1.6 Trend X",2015,"Diesel","Manual","3001-3500 cc","100 HP and below","White","Sedan","Galery","2nd Hand",130000,118900
"3477",2020-04-18,2020,"4","Opel","Astra","1.6 CDTI Design",2016,"Diesel","Automatic","1301-1600 cc","Don't Know","Blue","Sedan","Galery","2nd Hand",100000,118900
"3478",2020-06-15,2020,"6","Renault","Clio","1.5 dCi Icon",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Hatchback 5 Doors","Galery","2nd Hand",102000,118900
"3479",2020-04-18,2020,"4","Renault","Clio","1.5 dCi SportTourer Touch",2018,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Station Wagon","Galery","2nd Hand",75204,118900
"3480",2020-04-17,2020,"4","Hyundai","Other","Other",2017,"Electricity","Automatic","1301-1600 cc","Don't Know","Red","Hatchback 5 Doors","Galery","2nd Hand",56000,118850
"3481",2020-04-17,2020,"4","Opel","Astra","1.6 CDTI Design",2017,"Diesel","Automatic","1301-1600 cc","Don't Know","Smoked","Sedan","Galery","2nd Hand",76000,118850
"3482",2020-04-18,2020,"4","BMW","3 Series","320d Premium",2010,"Diesel","Automatic","1801-2000 cc","Don't Know","White","Sedan","Galery","2nd Hand",239000,118750
"3483",2020-05-18,2020,"5","Dacia","Duster","1.2 Tce Comfort",2018,"Electricity","Manual","1300 cc and below","101-125 HP","Brown","Off-road Vehicle","Galery","2nd Hand",33000,118750
"3484",2020-06-03,2020,"6","Fiat","Egea","1.6 Multijet Urban",2017,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",72000,118750
"3485",2020-04-18,2020,"4","Fiat","Egea","1.3 Multijet Easy",2019,"Diesel","Manual","1300 cc and below","Don't Know","White","Sedan","Galery","0 km",0,118750
"3486",2020-04-18,2020,"4","Ford","Focus","1.5 TDCi Trend X",2016,"Diesel","Semi Automatic","1301-1600 cc","Don't Know","White","Sedan","Galery","2nd Hand",107000,118750
"3487",2020-05-18,2020,"5","Hyundai","Accent Blue","1.6 CRDI Mode Plus",2017,"Diesel","Manual","1301-1600 cc","101-125 HP","White","Sedan","Galery","2nd Hand",50000,118750
"3488",2020-04-18,2020,"4","Land Rover","Discovery","Other",2002,"Diesel","Automatic","2001-2500 cc","Don't Know","Gray","Off-road Vehicle","Galery","2nd Hand",129000,118750
"3489",2020-06-14,2020,"6","Seat","Leon","1.2 TSI Style",2015,"Electricity","Manual","1300 cc and below","101-125 HP","Red","Hatchback 5 Doors","Owner","2nd Hand",105000,118750
